CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name,Age,Income_Bracket
24466,MRS.,ALEXA,TRAVERS,8/4/1960,M,F,alexa11@adventure-works.com,60000,1,Partial College,Skilled Manual,Y,ALEXA TRAVERS,66,Mid-Range
24467,MRS.,SUSAN,HE,5/27/1960,S,F,susan29@adventure-works.com,60000,1,Partial College,Skilled Manual,N,SUSAN HE,66,Mid-Range
24468,MS.,WHITNEY,PATEL,10/1/1965,S,F,whitney3@adventure-works.com,70000,0,Bachelors,Professional,Y,WHITNEY PATEL,61,Mid-Range
24469,MR.,ROGER,ANDERSEN,6/2/1965,S,M,roger40@adventure-works.com,80000,5,Bachelors,Professional,Y,ROGER ANDERSEN,61,Mid-Range
24470,MR.,CLARENCE,LAL,6/11/1965,M,M,clarence23@adventure-works.com,80000,5,Bachelors,Professional,Y,CLARENCE LAL,61,Mid-Range
24471,MR.,RICARDO,CHANDE,6/3/1964,S,M,ricardo15@adventure-works.com,70000,0,Bachelors,Professional,N,RICARDO CHANDE,62,Mid-Range
24472,MR.,JAKE,HE,10/23/1964,S,M,jake16@adventure-works.com,70000,0,Bachelors,Professional,N,JAKE HE,62,Mid-Range
24473,MR.,MARCO,RANA,3/26/1964,S,M,marco12@adventure-works.com,70000,0,Bachelors,Professional,N,MARCO RANA,62,Mid-Range
24474,MS.,ROSA,GUO,3/26/1963,S,F,rosa17@adventure-works.com,70000,0,Bachelors,Professional,N,ROSA GUO,63,Mid-Range
24475,MR.,GILBERT,ZHOU,6/15/1963,S,M,gilbert6@adventure-works.com,70000,0,Bachelors,Professional,N,GILBERT ZHOU,63,Mid-Range
24476,MR.,JARED,BROOKS,3/19/1961,M,M,jared3@adventure-works.com,60000,1,Partial College,Skilled Manual,Y,JARED BROOKS,65,Mid-Range
24477,MR.,WARREN,ZENG,2/26/1961,S,M,warren35@adventure-works.com,60000,1,Partial College,Skilled Manual,Y,WARREN ZENG,65,Mid-Range
24478,MRS.,LINDSAY,SHARMA,3/5/1961,S,F,lindsay9@adventure-works.com,60000,1,Partial College,Skilled Manual,Y,LINDSAY SHARMA,65,Mid-Range
24479,MRS.,DESIRÉE,MORENO,2/3/1961,S,F,desirée2@adventure-works.com,70000,5,Partial College,Skilled Manual,Y,DESIRÉE MORENO,65,Mid-Range
24480,MRS.,KELLI,LIU,8/22/1958,S,F,kelli4@adventure-works.com,90000,2,Bachelors,Professional,Y,KELLI LIU,68,Mid-Range
24481,MR.,DENNIS,SUN,7/17/1958,M,M,dennis14@adventure-works.com,90000,2,Bachelors,Management,N,DENNIS SUN,68,Mid-Range
24482,MR.,ROY,RAMOS,8/16/1958,M,M,roy37@adventure-works.com,100000,4,Bachelors,Management,Y,ROY RAMOS,68,Premium
24483,MR.,ARTHUR,KAPOOR,6/16/1936,S,M,arthur3@adventure-works.com,30000,2,Partial College,Clerical,N,ARTHUR KAPOOR,90,Budget
24484,MR.,CHAD,ANAND,7/22/1960,M,M,chad22@adventure-works.com,60000,1,Partial College,Skilled Manual,Y,CHAD ANAND,66,Mid-Range
24485,MR.,FRANKLIN,MA,9/8/1953,S,M,franklin15@adventure-works.com,40000,2,Bachelors,Management,N,FRANKLIN MA,73,Budget
24486,MR.,RAFAEL,ZENG,8/22/1975,M,M,rafael22@adventure-works.com,40000,0,High School,Skilled Manual,Y,RAFAEL ZENG,51,Budget
24487,MS.,SAMANTHA,HARRIS,3/11/1975,S,F,samantha15@adventure-works.com,40000,0,High School,Skilled Manual,N,SAMANTHA HARRIS,51,Budget
24488,MR.,GAVIN,GONZALES,2/9/1975,S,M,gavin15@adventure-works.com,40000,0,High School,Skilled Manual,N,GAVIN GONZALES,51,Budget
24489,MS.,SHELBY,MURPHY,6/8/1976,S,F,shelby15@adventure-works.com,40000,0,High School,Skilled Manual,Y,SHELBY MURPHY,50,Budget
24490,MR.,DWAYNE,SUAREZ,4/6/1980,M,M,dwayne17@adventure-works.com,30000,0,High School,Skilled Manual,Y,DWAYNE SUAREZ,46,Budget
24491,MS.,KAITLYN,RUSSELL,5/5/1980,S,F,kaitlyn87@adventure-works.com,30000,0,High School,Skilled Manual,N,KAITLYN RUSSELL,46,Budget
24492,MR.,DEVIN,LOPEZ,4/4/1979,S,M,devin26@adventure-works.com,30000,0,High School,Skilled Manual,N,DEVIN LOPEZ,47,Budget
24493,MR.,SETH,BENNETT,3/28/1979,S,M,seth49@adventure-works.com,30000,0,High School,Skilled Manual,N,SETH BENNETT,47,Budget
24494,MR.,RAFAEL,ZHOU,3/5/1937,M,M,rafael9@adventure-works.com,30000,2,Partial College,Clerical,N,RAFAEL ZHOU,89,Budget
24495,MRS.,KELLIE,ORTEGA,2/14/1937,S,F,kellie19@adventure-works.com,30000,2,Partial College,Clerical,N,KELLIE ORTEGA,89,Budget
24496,MS.,KATELYN,MITCHELL,4/9/1978,S,F,katelyn34@adventure-works.com,40000,0,High School,Skilled Manual,N,KATELYN MITCHELL,48,Budget
24497,MS.,ABIGAIL,JAMES,3/23/1978,S,F,abigail21@adventure-works.com,40000,0,High School,Skilled Manual,N,ABIGAIL JAMES,48,Budget
24498,MS.,ANGELA,WASHINGTON,4/16/1978,S,F,angela16@adventure-works.com,40000,0,High School,Skilled Manual,N,ANGELA WASHINGTON,48,Budget
24499,MS.,OLIVIA,LEWIS,12/2/1977,S,F,olivia20@adventure-works.com,30000,0,Partial High School,Clerical,N,OLIVIA LEWIS,49,Budget
24500,MR.,SETH,JOHNSON,11/13/1977,M,M,seth1@adventure-works.com,40000,0,High School,Skilled Manual,N,SETH JOHNSON,49,Budget
24501,MS.,VICTORIA,GARCIA,4/28/1979,S,F,victoria17@adventure-works.com,30000,0,Partial High School,Clerical,N,VICTORIA GARCIA,47,Budget
24502,MR.,DEB,PRICE,8/12/1940,M,M,deb7@adventure-works.com,40000,2,Bachelors,Management,Y,DEB PRICE,86,Budget
24503,MRS.,LAURA,MA,5/26/1941,M,F,laura21@adventure-works.com,40000,2,Bachelors,Management,Y,LAURA MA,85,Budget
24504,,EDDIE,NAVARRO,8/3/1941,M,NA,eddie10@adventure-works.com,40000,2,Bachelors,Management,N,EDDIE NAVARRO,85,Budget
24505,MR.,CLIFFORD,GONZALEZ,12/11/1943,M,M,clifford17@adventure-works.com,40000,2,Bachelors,Management,Y,CLIFFORD GONZALEZ,83,Budget
24506,MRS.,JAIME,MUÑOZ,2/20/1943,M,F,jaime8@adventure-works.com,60000,2,Graduate Degree,Management,Y,JAIME MUÑOZ,83,Mid-Range
24507,MS.,MADISON,GARCIA,9/7/1976,S,F,madison17@adventure-works.com,40000,0,High School,Skilled Manual,N,MADISON GARCIA,50,Budget
24508,MR.,ALEX,PHILLIPS,9/13/1976,S,M,alex34@adventure-works.com,40000,0,High School,Skilled Manual,N,ALEX PHILLIPS,50,Budget
24509,MS.,EMMA,LONG,11/9/1976,S,F,emma55@adventure-works.com,40000,0,High School,Skilled Manual,Y,EMMA LONG,50,Budget
24510,MR.,CHRISTIAN,MARTINEZ,7/11/1976,M,M,christian53@adventure-works.com,40000,0,High School,Skilled Manual,N,CHRISTIAN MARTINEZ,50,Budget
24511,MR.,LOGAN,HALL,5/2/1976,S,M,logan49@adventure-works.com,40000,0,Partial College,Skilled Manual,N,LOGAN HALL,50,Budget
24512,MS.,ADRIENNE,JIMÉNEZ,8/13/1976,S,F,adrienne5@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,ADRIENNE JIMÉNEZ,50,Budget
24513,MR.,ALEJANDRO,DENG,5/25/1976,M,M,alejandro27@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,ALEJANDRO DENG,50,Budget
24514,MR.,JESSE,PHILLIPS,3/17/1976,M,M,jesse30@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,JESSE PHILLIPS,50,Budget
24515,MR.,IAN,JONES,5/19/1976,S,M,ian4@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,IAN JONES,50,Budget
24516,MS.,RACHEL,MOORE,11/13/1975,S,F,rachel10@adventure-works.com,40000,0,High School,Skilled Manual,Y,RACHEL MOORE,51,Budget
24517,MR.,BRANDON,HARRIS,6/25/1974,S,M,brandon34@adventure-works.com,50000,0,Partial College,Skilled Manual,N,BRANDON HARRIS,52,Mid-Range
24518,MS.,STEPHANIE,ALLEN,4/20/1974,S,F,stephanie68@adventure-works.com,50000,0,Partial College,Skilled Manual,N,STEPHANIE ALLEN,52,Mid-Range
24519,MR.,CARLOS,KING,6/13/1974,M,M,carlos47@adventure-works.com,50000,0,Partial College,Skilled Manual,Y,CARLOS KING,52,Mid-Range
24520,MR.,JOSEPH,WILSON,2/22/1973,M,M,joseph13@adventure-works.com,60000,0,Partial College,Skilled Manual,Y,JOSEPH WILSON,53,Mid-Range
24521,MS.,JORDYN,WOOD,9/12/1972,S,F,jordyn1@adventure-works.com,80000,0,Bachelors,Management,N,JORDYN WOOD,54,Mid-Range
24522,MR.,ALEX,PEREZ,9/9/1968,M,M,alex31@adventure-works.com,80000,0,Bachelors,Management,N,ALEX PEREZ,58,Mid-Range
24523,MS.,MARIAH,COLEMAN,4/17/1968,M,F,mariah10@adventure-works.com,80000,0,Bachelors,Management,N,MARIAH COLEMAN,58,Mid-Range
24524,MRS.,MEGAN,LEWIS,5/6/1968,M,F,megan24@adventure-works.com,90000,4,Bachelors,Management,Y,MEGAN LEWIS,58,Mid-Range
24525,MR.,JAMES,NELSON,2/2/1968,M,M,james59@adventure-works.com,90000,4,Bachelors,Management,Y,JAMES NELSON,58,Mid-Range
24526,MR.,JULIAN,BARNES,5/28/1967,M,M,julian4@adventure-works.com,100000,2,Bachelors,Management,Y,JULIAN BARNES,59,Premium
24527,MR.,GAVIN,COLEMAN,7/6/1967,M,M,gavin5@adventure-works.com,110000,0,Graduate Degree,Management,Y,GAVIN COLEMAN,59,Premium
24528,MS.,KATHERINE,HERNANDEZ,11/13/1967,S,F,katherine66@adventure-works.com,110000,0,Graduate Degree,Management,N,KATHERINE HERNANDEZ,59,Premium
24529,MS.,JILLIAN,MARTINEZ,7/15/1967,S,F,jillian18@adventure-works.com,130000,0,Graduate Degree,Management,N,JILLIAN MARTINEZ,59,Premium
24530,MR.,FRANKLIN,SHE,2/22/1967,S,M,franklin19@adventure-works.com,160000,0,Graduate Degree,Management,N,FRANKLIN SHE,59,Premium
24531,MR.,ANDRES,XIE,3/18/1958,M,M,andres2@adventure-works.com,130000,2,Bachelors,Management,N,ANDRES XIE,68,Premium
24532,MR.,PHILLIP,PEREZ,3/25/1958,M,M,phillip22@adventure-works.com,130000,2,Bachelors,Management,Y,PHILLIP PEREZ,68,Premium
24533,MR.,BLAKE,LONG,8/27/1958,S,M,blake57@adventure-works.com,130000,2,Partial College,Professional,N,BLAKE LONG,68,Premium
24534,MRS.,ALISHA,LUO,7/27/1958,M,F,alisha30@adventure-works.com,150000,1,Partial College,Professional,Y,ALISHA LUO,68,Premium
24535,MRS.,DAVID,SHEPARD,11/21/1957,M,F,david23@adventure-works.com,110000,2,Partial College,Professional,Y,DAVID SHEPARD,69,Premium
24536,MRS.,CYNTHIA,PEREZ,3/19/1957,M,F,cynthia27@adventure-works.com,130000,2,Partial College,Professional,Y,CYNTHIA PEREZ,69,Premium
24537,MRS.,CYNTHIA,SAUNDERS,6/28/1957,S,F,cynthia15@adventure-works.com,150000,2,High School,Professional,N,CYNTHIA SAUNDERS,69,Premium
24538,MRS.,LATASHA,DIAZ,10/21/1956,S,F,latasha3@adventure-works.com,100000,2,Partial College,Professional,Y,LATASHA DIAZ,70,Premium
24539,MR.,COLIN,ZHENG,7/18/1956,S,M,colin20@adventure-works.com,110000,3,Partial College,Professional,N,COLIN ZHENG,70,Premium
24540,MRS.,JANET,MARTIN,12/16/1956,M,F,janet5@adventure-works.com,120000,3,Partial High School,Professional,Y,JANET MARTIN,70,Premium
24541,MR.,JANET,SHEPERDIGIAN,1/24/1956,M,M,janet3@adventure-works.com,170000,3,Partial College,Professional,Y,JANET SHEPERDIGIAN,70,Premium
24542,MR.,ARTURO,LIANG,8/11/1955,S,M,arturo18@adventure-works.com,100000,2,High School,Professional,Y,ARTURO LIANG,71,Premium
24543,MR.,ARTHUR,MORENO,6/9/1955,S,M,arthur30@adventure-works.com,110000,3,Partial College,Professional,N,ARTHUR MORENO,71,Premium
24544,MRS.,KELLIE,ROMERO,7/18/1955,S,F,kellie7@adventure-works.com,110000,3,Partial College,Professional,N,KELLIE ROMERO,71,Premium
24545,MR.,DOUGLAS,RAMAN,6/6/1955,S,M,douglas16@adventure-works.com,170000,3,High School,Professional,N,DOUGLAS RAMAN,71,Premium
24546,MR.,ADAM,HUGHES,4/11/1954,M,M,adam9@adventure-works.com,80000,4,Partial College,Professional,N,ADAM HUGHES,72,Mid-Range
24547,MRS.,DANA,GOMEZ,8/23/1944,S,F,dana17@adventure-works.com,90000,5,Partial College,Professional,Y,DANA GOMEZ,82,Mid-Range
24548,MRS.,CRYSTAL,LIU,2/25/1944,M,F,crystal6@adventure-works.com,110000,3,Bachelors,Management,Y,CRYSTAL LIU,82,Premium
24549,MR.,DARRYL,LI,12/24/1944,S,M,darryl3@adventure-works.com,130000,3,Bachelors,Management,N,DARRYL LI,82,Premium
24550,MR.,RANDY,MA,10/22/1944,M,M,randy18@adventure-works.com,130000,3,Bachelors,Management,N,RANDY MA,82,Premium
24551,MRS.,MOLLY,MALHOTRA,9/19/1945,M,F,molly5@adventure-works.com,60000,3,Partial High School,Skilled Manual,Y,MOLLY MALHOTRA,81,Mid-Range
24552,MR.,ROSS,CARLSON,9/24/1945,M,M,ross36@adventure-works.com,70000,5,High School,Professional,N,ROSS CARLSON,81,Mid-Range
24553,MRS.,MICHELE,ASHE,7/15/1945,M,F,michele23@adventure-works.com,90000,5,Partial College,Professional,Y,MICHELE ASHE,81,Mid-Range
24554,MRS.,DEANNA,FERNANDEZ,5/27/1945,M,F,deanna19@adventure-works.com,130000,4,Bachelors,Management,Y,DEANNA FERNANDEZ,81,Premium
24555,MRS.,LACEY,CHANDE,2/16/1945,M,F,lacey5@adventure-works.com,130000,4,Partial College,Professional,Y,LACEY CHANDE,81,Premium
24556,MRS.,CLAUDIA,YANG,11/26/1946,S,F,claudia4@adventure-works.com,90000,5,Partial College,Professional,Y,CLAUDIA YANG,80,Mid-Range
24557,MR.,FRANKLIN,LIN,3/13/1946,S,M,franklin7@adventure-works.com,170000,4,Bachelors,Management,N,FRANKLIN LIN,80,Premium
24558,MRS.,SAVANNAH,BROOKS,2/3/1954,M,F,savannah0@adventure-works.com,90000,3,High School,Professional,Y,SAVANNAH BROOKS,72,Mid-Range
24559,MRS.,ADRIENNE,SUAREZ,6/5/1953,M,F,adrienne15@adventure-works.com,80000,4,Partial College,Professional,Y,ADRIENNE SUAREZ,73,Mid-Range
24560,MRS.,VERONICA,FERNANDEZ,6/1/1954,M,F,veronica17@adventure-works.com,100000,3,High School,Professional,Y,VERONICA FERNANDEZ,72,Premium
24561,MR.,MEGAN,SHERMAN,12/10/1954,S,M,megan2@adventure-works.com,100000,3,High School,Professional,N,MEGAN SHERMAN,72,Premium
24562,MR.,RICKY,RUBIO,10/12/1954,S,M,ricky22@adventure-works.com,110000,3,Partial College,Professional,Y,RICKY RUBIO,72,Premium
24563,MRS.,ADRIANA,RODRIGUEZ,4/4/1954,M,F,adriana20@adventure-works.com,130000,3,Partial College,Professional,Y,ADRIANA RODRIGUEZ,72,Premium
24564,MR.,JOHNNY,ANDERSEN,5/27/1953,S,M,johnny14@adventure-works.com,110000,3,Bachelors,Management,N,JOHNNY ANDERSEN,73,Premium
24565,MR.,THEODORE,NAVARRO,6/7/1952,S,M,theodore10@adventure-works.com,110000,4,Partial College,Professional,N,THEODORE NAVARRO,74,Premium
24566,MRS.,KARA,NARA,2/22/1952,S,F,kara14@adventure-works.com,170000,4,Partial College,Professional,N,KARA NARA,74,Premium
24567,MRS.,ALISON,DENG,5/8/1951,M,F,alison0@adventure-works.com,80000,4,High School,Professional,Y,ALISON DENG,75,Mid-Range
24568,MR.,JOSE,MITCHELL,1/14/1951,S,M,jose47@adventure-works.com,130000,4,High School,Professional,N,JOSE MITCHELL,75,Premium
24569,MR.,BOB,GONZALEZ,2/12/1951,M,M,bob10@adventure-works.com,130000,4,High School,Professional,Y,BOB GONZALEZ,75,Premium
24570,MRS.,KAREN,GUO,2/20/1950,S,F,karen27@adventure-works.com,90000,4,High School,Management,Y,KAREN GUO,76,Mid-Range
24571,MR.,ROBERTO,NAVARRO,8/26/1950,S,M,roberto10@adventure-works.com,90000,4,High School,Management,Y,ROBERTO NAVARRO,76,Mid-Range
24572,MRS.,CAROLYN,MARTINEZ,5/28/1950,M,F,carolyn17@adventure-works.com,100000,3,Partial College,Management,Y,CAROLYN MARTINEZ,76,Premium
24573,MR.,COLIN,RAI,9/16/1950,M,M,colin40@adventure-works.com,130000,4,High School,Management,Y,COLIN RAI,76,Premium
24574,MRS.,ALISON,YUAN,6/4/1949,S,F,alison6@adventure-works.com,150000,4,Partial College,Management,N,ALISON YUAN,77,Premium
24575,MR.,ARTURO,ZHU,4/15/1949,S,M,arturo15@adventure-works.com,150000,3,High School,Management,N,ARTURO ZHU,77,Premium
24576,MR.,JAKE,HU,9/16/1949,S,M,jake18@adventure-works.com,150000,4,High School,Management,N,JAKE HU,77,Premium
24577,MR.,GILBERT,LAL,2/3/1948,S,M,gilbert29@adventure-works.com,170000,0,High School,Management,N,GILBERT LAL,78,Premium
24578,MRS.,MEREDITH,LOPEZ,4/7/1947,S,F,meredith16@adventure-works.com,90000,5,Partial High School,Skilled Manual,N,MEREDITH LOPEZ,79,Mid-Range
24579,MR.,TREVOR,ALEXANDER,8/5/1947,S,M,trevor19@adventure-works.com,100000,3,Partial High School,Professional,N,TREVOR ALEXANDER,79,Premium
24581,MR.,REGINALD,DIAZ,10/13/1947,M,M,reginald11@adventure-works.com,130000,5,Partial High School,Professional,Y,REGINALD DIAZ,79,Premium
24582,MRS.,MARIE,SAI,10/24/1947,M,F,marie10@adventure-works.com,160000,5,Partial High School,Professional,N,MARIE SAI,79,Premium
24583,MR.,ROY,CHANDRA,8/13/1947,S,M,roy2@adventure-works.com,170000,5,Partial High School,Professional,N,ROY CHANDRA,79,Premium
24584,MR.,RONNIE,LIANG,8/12/1975,S,M,ronnie15@adventure-works.com,60000,0,Bachelors,Professional,N,RONNIE LIANG,51,Mid-Range
24585,MR.,HAROLD,PATEL,8/15/1975,M,M,harold1@adventure-works.com,60000,0,Bachelors,Professional,Y,HAROLD PATEL,51,Mid-Range
24586,MR.,JERRY,LUO,10/20/1975,S,M,jerry6@adventure-works.com,70000,0,Bachelors,Professional,Y,JERRY LUO,51,Mid-Range
24587,MS.,SUZANNE,SUN,9/10/1975,M,F,suzanne14@adventure-works.com,70000,0,Bachelors,Professional,Y,SUZANNE SUN,51,Mid-Range
24589,MS.,LAURA,ZHAO,6/11/1975,S,F,laura17@adventure-works.com,70000,0,Bachelors,Professional,N,LAURA ZHAO,51,Mid-Range
24590,MS.,DIANA,ALONSO,1/4/1974,M,F,diana7@adventure-works.com,70000,0,Bachelors,Professional,N,DIANA ALONSO,52,Mid-Range
24591,MR.,DEREK,PAL,5/11/1974,S,M,derek11@adventure-works.com,70000,0,Bachelors,Professional,N,DEREK PAL,52,Mid-Range
24592,MR.,JAY,MARTINEZ,10/2/1975,S,M,jay24@adventure-works.com,90000,0,Bachelors,Professional,N,JAY MARTINEZ,51,Mid-Range
24593,MS.,DESTINY,WATSON,9/6/1974,M,F,destiny44@adventure-works.com,70000,0,Bachelors,Professional,N,DESTINY WATSON,52,Mid-Range
24594,MR.,FRANKLIN,YUAN,3/23/1974,M,M,franklin25@adventure-works.com,70000,0,Partial High School,Professional,Y,FRANKLIN YUAN,52,Mid-Range
24595,MR.,KELVIN,WU,5/13/1973,S,M,kelvin26@adventure-works.com,80000,0,Bachelors,Professional,N,KELVIN WU,53,Mid-Range
24596,MS.,HEATHER,ZHAO,10/3/1973,M,F,heather9@adventure-works.com,80000,0,Bachelors,Professional,Y,HEATHER ZHAO,53,Mid-Range
24597,MR.,LEE,DOMINGUEZ,10/18/1974,S,M,lee11@adventure-works.com,90000,0,Bachelors,Professional,Y,LEE DOMINGUEZ,52,Mid-Range
24598,MR.,IRMA,SHERWOOD,9/3/1974,S,M,irma0@adventure-works.com,100000,0,High School,Management,Y,IRMA SHERWOOD,52,Premium
24599,MRS.,VIRGINIA,GARCIA,8/22/1974,M,F,virginia17@adventure-works.com,130000,4,High School,Management,Y,VIRGINIA GARCIA,52,Premium
24600,MS.,LISA,LI,1/24/1973,M,F,lisa6@adventure-works.com,90000,0,Bachelors,Professional,N,LISA LI,53,Mid-Range
24601,MS.,NATASHA,MUNOZ,3/18/1973,S,F,natasha6@adventure-works.com,90000,0,Bachelors,Professional,N,NATASHA MUNOZ,53,Mid-Range
24602,MR.,PRESTON,GARCIA,6/18/1973,S,M,preston14@adventure-works.com,90000,0,Bachelors,Professional,N,PRESTON GARCIA,53,Mid-Range
24603,MR.,JAKE,ZHU,12/25/1972,S,M,jake12@adventure-works.com,80000,0,Bachelors,Professional,N,JAKE ZHU,54,Mid-Range
24604,MR.,MELVIN,RAI,1/9/1972,M,M,melvin16@adventure-works.com,90000,0,Bachelors,Professional,Y,MELVIN RAI,54,Mid-Range
24605,MR.,ROGER,WANG,6/16/1972,S,M,roger6@adventure-works.com,100000,0,High School,Management,N,ROGER WANG,54,Premium
24606,MS.,CASSIE,NATH,10/2/1972,M,F,cassie17@adventure-works.com,100000,0,High School,Management,Y,CASSIE NATH,54,Premium
24607,MS.,KRISTINE,RUIZ,1/14/1971,S,F,kristine3@adventure-works.com,80000,0,Bachelors,Professional,N,KRISTINE RUIZ,55,Mid-Range
24608,MS.,KATRINA,NARA,10/2/1972,M,F,katrina15@adventure-works.com,110000,0,High School,Management,Y,KATRINA NARA,54,Premium
24609,MS.,JENNY,ZHANG,4/10/1972,M,F,jenny2@adventure-works.com,120000,0,Partial High School,Professional,N,JENNY ZHANG,54,Premium
24610,MR.,TROY,KAPOOR,11/6/1972,S,M,troy1@adventure-works.com,130000,4,High School,Management,N,TROY KAPOOR,54,Premium
24611,MR.,PEDRO,SUAREZ,8/27/1971,S,M,pedro39@adventure-works.com,90000,0,Bachelors,Professional,N,PEDRO SUAREZ,55,Mid-Range
24612,MR.,DEVON,CHANDER,6/5/1970,S,M,devon13@adventure-works.com,90000,0,Bachelors,Professional,Y,DEVON CHANDER,56,Mid-Range
24613,MS.,STACY,SERRANO,9/23/1970,M,F,stacy17@adventure-works.com,100000,0,Partial High School,Professional,Y,STACY SERRANO,56,Premium
24614,MS.,LINDSEY,RAJE,8/15/1970,M,F,lindsey15@adventure-works.com,120000,0,Partial High School,Professional,N,LINDSEY RAJE,56,Premium
24615,MR.,DWAYNE,ORTEGA,5/19/1971,M,M,dwayne20@adventure-works.com,110000,0,Partial High School,Professional,Y,DWAYNE ORTEGA,55,Premium
24616,MRS.,ZOE,COOK,10/23/1949,M,F,zoe20@adventure-works.com,40000,4,High School,Professional,Y,ZOE COOK,77,Budget
24617,MRS.,KELSEY,SHE,10/17/1948,M,F,kelsey0@adventure-works.com,30000,4,High School,Professional,N,KELSEY SHE,78,Budget
24618,,BRETT,GONZALEZ,12/11/1948,M,NA,brett18@adventure-works.com,30000,4,High School,Professional,Y,BRETT GONZALEZ,78,Budget
24619,MRS.,SHELBY,KELLY,2/17/1948,S,F,shelby2@adventure-works.com,30000,4,High School,Professional,Y,SHELBY KELLY,78,Budget
24620,MRS.,OLIVIA,MORGAN,2/22/1948,M,F,olivia30@adventure-works.com,30000,4,High School,Professional,Y,OLIVIA MORGAN,78,Budget
24621,MR.,CHAD,SHAN,2/3/1937,M,M,chad12@adventure-works.com,40000,4,High School,Professional,Y,CHAD SHAN,89,Budget
24622,MR.,BLAKE,HALL,6/13/1937,M,M,blake24@adventure-works.com,50000,3,Graduate Degree,Management,Y,BLAKE HALL,89,Mid-Range
24623,MRS.,BETH,TORRES,3/18/1938,M,F,beth14@adventure-works.com,60000,3,Graduate Degree,Management,Y,BETH TORRES,88,Mid-Range
24624,MRS.,ALLISON,MURPHY,3/27/1938,M,F,allison14@adventure-works.com,60000,3,Graduate Degree,Management,Y,ALLISON MURPHY,88,Mid-Range
24625,MRS.,YOLANDA,NATH,6/13/1938,M,F,yolanda17@adventure-works.com,60000,3,Graduate Degree,Management,N,YOLANDA NATH,88,Mid-Range
24626,MR.,SETH,BRYANT,4/27/1938,M,M,seth66@adventure-works.com,60000,3,Graduate Degree,Management,Y,SETH BRYANT,88,Mid-Range
24627,MR.,ERIC,EDWARDS,10/24/1939,S,M,eric43@adventure-works.com,60000,3,Graduate Degree,Management,Y,ERIC EDWARDS,87,Mid-Range
24628,MR.,DAVID,WALKER,8/11/1939,S,M,david86@adventure-works.com,60000,3,Graduate Degree,Management,Y,DAVID WALKER,87,Mid-Range
24629,MR.,SETH,PERRY,9/13/1939,M,M,seth55@adventure-works.com,60000,3,Graduate Degree,Management,N,SETH PERRY,87,Mid-Range
24630,MRS.,BRIANNA,HOWARD,4/16/1939,M,F,brianna38@adventure-works.com,60000,3,Graduate Degree,Management,Y,BRIANNA HOWARD,87,Mid-Range
24631,MRS.,HANNAH,POWELL,1/1/1939,S,F,hannah31@adventure-works.com,60000,3,Graduate Degree,Management,Y,HANNAH POWELL,87,Mid-Range
24632,MRS.,CATHERINE,JAMES,5/20/1940,S,F,catherine7@adventure-works.com,60000,3,Bachelors,Management,N,CATHERINE JAMES,86,Mid-Range
24633,MR.,XAVIER,COOK,9/13/1940,M,M,xavier79@adventure-works.com,60000,3,Bachelors,Management,N,XAVIER COOK,86,Mid-Range
24634,MRS.,CRYSTAL,HE,4/5/1940,M,F,crystal19@adventure-works.com,60000,3,Bachelors,Management,Y,CRYSTAL HE,86,Mid-Range
24635,MRS.,GABRIELLE,ROGERS,10/14/1940,S,F,gabrielle2@adventure-works.com,60000,3,Bachelors,Management,Y,GABRIELLE ROGERS,86,Mid-Range
24636,MRS.,ANNA,WARD,5/2/1940,M,F,anna17@adventure-works.com,60000,3,Graduate Degree,Management,Y,ANNA WARD,86,Mid-Range
24637,MR.,NATHAN,FLORES,11/8/1941,M,M,nathan8@adventure-works.com,40000,4,High School,Professional,Y,NATHAN FLORES,85,Budget
24638,MRS.,JULIA,LOPEZ,10/12/1941,S,F,julia18@adventure-works.com,40000,4,High School,Professional,N,JULIA LOPEZ,85,Budget
24639,MR.,IAN,MOORE,11/6/1941,M,M,ian9@adventure-works.com,50000,3,Bachelors,Management,Y,IAN MOORE,85,Mid-Range
24640,MRS.,LISA,YANG,8/22/1941,S,F,lisa8@adventure-works.com,50000,4,Bachelors,Management,N,LISA YANG,85,Mid-Range
24641,MRS.,SARAH,POWELL,9/20/1943,M,F,sarah33@adventure-works.com,60000,4,Bachelors,Management,Y,SARAH POWELL,83,Mid-Range
24642,MR.,EDWARD,RUSSELL,11/8/1943,S,M,edward68@adventure-works.com,60000,4,Bachelors,Management,Y,EDWARD RUSSELL,83,Mid-Range
24643,MRS.,JADA,CAMPBELL,7/27/1943,S,F,jada19@adventure-works.com,60000,4,Bachelors,Management,Y,JADA CAMPBELL,83,Mid-Range
24644,MR.,SAMUEL,JOHNSTON,11/7/1943,M,M,samuel59@adventure-works.com,60000,4,Bachelors,Management,N,SAMUEL JOHNSTON,83,Mid-Range
24645,MR.,BRYCE,MURPHY,4/20/1943,M,M,bryce14@adventure-works.com,60000,4,Bachelors,Management,N,BRYCE MURPHY,83,Mid-Range
